Customer Order No,Line No,Order Date,Order Details,Project No,Project Element,Division Code,Confirmed Delivery Date 1,Requested Delivery Date 1,Currency Code,Salesperson,Customer Order Type,Ord Line Status,Line Suffix,Alsis Code,Customer Order Line No,Salesperson Name
0000070788,1,10/19/2011,Ord:0000070788- Line:1    ,       ,        ,P3A,11/11/2011,10/19/2011,   ,5900,QUO,05,0,     ,000007078810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070917,1,10/21/2011,Ord:0000070917- Line:1    ,       ,        ,P3A,10/21/2011,10/21/2011,   ,5900,QUO,05,0,1971 ,000007091710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070951,1,10/24/2011,Ord:0000070951- Line:1    ,       ,        ,P3A,10/24/2011,10/24/2011,   ,5900,QUO,05,0,     ,000007095110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070990,1,10/24/2011,Ord:0000070990- Line:1    ,       ,        ,P3A,10/24/2011,10/24/2011,   ,5900,QUO,05,0,     ,000007099010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070990,2,10/24/2011,Ord:0000070990- Line:2    ,       ,        ,P3A,10/24/2011,10/24/2011,   ,5900,QUO,05,0,     ,000007099020,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070990,3,10/24/2011,Ord:0000070990- Line:3    ,       ,        ,P3A,10/24/2011,10/24/2011,   ,5900,QUO,05,0,     ,000007099030,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070990,4,10/24/2011,Ord:0000070990- Line:4    ,       ,        ,P3A,10/24/2011,10/24/2011,   ,5900,QUO,05,0,     ,000007099040,SANITARY EQUIPMENT ( EXCL. FLOW )
0000070990,5,10/24/2011,Ord:0000070990- Line:5    ,       ,        ,P3A,10/24/2011,10/24/2011,   ,5900,QUO,05,0,     ,000007099050,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071118,1,10/31/2011,Ord:0000071118- Line:1    ,       ,        ,P3A,10/31/2011,10/31/2011,   ,5900,QUO,05,0,     ,000007111810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071184,1,11/1/2011,Ord:0000071184- Line:1    ,       ,        ,P3A,11/16/2011,11/1/2011,   ,5900,QUO,05,0,     ,000007118410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071193,1,11/1/2011,Ord:0000071193- Line:1    ,       ,        ,P3A,11/1/2011,11/1/2011,   ,5900,QUO,05,0,     ,000007119310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071193,2,11/1/2011,Ord:0000071193- Line:2    ,       ,        ,P3A,11/1/2011,11/1/2011,   ,5900,QUO,05,0,     ,000007119320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071193,3,11/1/2011,Ord:0000071193- Line:3    ,       ,        ,P3A,11/1/2011,11/1/2011,   ,5900,QUO,05,0,     ,000007119330,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071193,4,11/1/2011,Ord:0000071193- Line:4    ,       ,        ,P3A,11/1/2011,11/1/2011,   ,5900,QUO,05,0,     ,000007119340,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071252,1,11/2/2011,Ord:0000071252- Line:1    ,       ,        ,P3A,11/25/2011,11/2/2011,   ,5900,QUO,05,0,     ,000007125210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071264,1,11/2/2011,Ord:0000071264- Line:1    ,       ,        ,P3A,11/4/2011,11/2/2011,   ,5900,QUO,05,0,1974 ,000007126410,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071264,2,11/2/2011,Ord:0000071264- Line:2    ,       ,        ,P3A,11/17/2011,11/2/2011,   ,5900,QUO,05,0,1974 ,000007126420,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071264,3,11/2/2011,Ord:0000071264- Line:3    ,       ,        ,P3A,11/4/2011,11/2/2011,   ,5900,QUO,05,0,1974 ,000007126430,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071264,4,11/2/2011,Ord:0000071264- Line:4    ,       ,        ,P3A,11/17/2011,11/2/2011,   ,5900,QUO,05,0,1974 ,000007126440,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071264,5,11/2/2011,Ord:0000071264- Line:5    ,       ,        ,P3A,11/4/2011,11/2/2011,   ,5900,QUO,05,0,1974 ,000007126450,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071264,6,11/2/2011,Ord:0000071264- Line:6    ,       ,        ,P3A,11/4/2011,11/2/2011,   ,5900,QUO,05,0,1974 ,000007126460,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071264,7,11/2/2011,Ord:0000071264- Line:7    ,       ,        ,P3A,11/17/2011,11/2/2011,   ,5900,QUO,05,0,1974 ,000007126470,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071264,8,11/2/2011,Ord:0000071264- Line:8    ,       ,        ,P3A,11/4/2011,11/2/2011,   ,5900,QUO,05,0,1974 ,000007126480,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071289,1,11/2/2011,Ord:0000071289- Line:1    ,       ,        ,P3A,11/25/2011,11/2/2011,   ,5900,QUO,05,0,1971 ,000007128910,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071289,2,11/2/2011,Ord:0000071289- Line:2    ,       ,        ,P3A,11/25/2011,11/2/2011,   ,5900,QUO,05,0,1971 ,000007128920,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071289,3,11/2/2011,Ord:0000071289- Line:3    ,       ,        ,P3A,11/25/2011,11/2/2011,   ,5900,QUO,05,0,1971 ,000007128930,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071289,4,11/2/2011,Ord:0000071289- Line:4    ,       ,        ,P3A,11/25/2011,11/2/2011,   ,5900,QUO,05,0,1971 ,000007128940,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071289,5,11/2/2011,Ord:0000071289- Line:5    ,       ,        ,P3A,11/25/2011,11/2/2011,   ,5900,QUO,05,0,1971 ,000007128950,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071289,6,11/2/2011,Ord:0000071289- Line:6    ,       ,        ,P3A,11/25/2011,11/2/2011,   ,5900,QUO,05,0,1971 ,000007128960,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071303,1,11/3/2011,Ord:0000071303- Line:1    ,       ,        ,P3A,11/18/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007130310,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071303,2,11/3/2011,Ord:0000071303- Line:2    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007130320,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071303,3,11/3/2011,Ord:0000071303- Line:3    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007130330,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071303,4,11/3/2011,Ord:0000071303- Line:4    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007130340,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071303,5,11/3/2011,Ord:0000071303- Line:5    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007130350,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071303,6,11/3/2011,Ord:0000071303- Line:6    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007130360,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071303,7,11/3/2011,Ord:0000071303- Line:7    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007130370,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071303,8,11/3/2011,Ord:0000071303- Line:8    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007130380,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071303,9,11/3/2011,Ord:0000071303- Line:9    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007130390,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071303,10,11/3/2011,Ord:0000071303- Line:10   ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,0000071303100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,1,11/3/2011,Ord:0000071327- Line:1    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,000007132710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,2,11/3/2011,Ord:0000071327- Line:2    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,000007132720,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,3,11/3/2011,Ord:0000071327- Line:3    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,000007132730,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,4,11/3/2011,Ord:0000071327- Line:4    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,000007132740,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,5,11/3/2011,Ord:0000071327- Line:5    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,000007132750,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,6,11/3/2011,Ord:0000071327- Line:6    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,000007132760,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,7,11/3/2011,Ord:0000071327- Line:7    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,000007132770,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,8,11/3/2011,Ord:0000071327- Line:8    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,000007132780,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,9,11/3/2011,Ord:0000071327- Line:9    ,       ,        ,P3A,11/18/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,000007132790,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,10,11/3/2011,Ord:0000071327- Line:10   ,       ,        ,P3A,11/18/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,0000071327100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,11,11/3/2011,Ord:0000071327- Line:11   ,       ,        ,P3A,11/18/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,0000071327110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,13,11/3/2011,Ord:0000071327- Line:13   ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,0000071327130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,14,11/3/2011,Ord:0000071327- Line:14   ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,6473 ,0000071327140,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,18,11/3/2011,Ord:0000071327- Line:18   ,       ,        ,P3A,12/3/2011,11/3/2011,   ,5900,QUO,05,0,1974 ,0000071327180,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071327,19,11/3/2011,Ord:0000071327- Line:19   ,       ,        ,P3A,12/3/2011,11/3/2011,   ,5900,QUO,05,0,1974 ,0000071327190,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071336,1,11/3/2011,Ord:0000071336- Line:1    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007133610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071336,2,11/3/2011,Ord:0000071336- Line:2    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007133620,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071336,3,11/3/2011,Ord:0000071336- Line:3    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007133630,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071336,4,11/3/2011,Ord:0000071336- Line:4    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007133640,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071336,5,11/3/2011,Ord:0000071336- Line:5    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007133650,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071336,6,11/3/2011,Ord:0000071336- Line:6    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007133660,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071336,7,11/3/2011,Ord:0000071336- Line:7    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007133670,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071336,8,11/3/2011,Ord:0000071336- Line:8    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007133680,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071336,9,11/3/2011,Ord:0000071336- Line:9    ,       ,        ,P3A,11/3/2011,11/3/2011,   ,5900,QUO,05,0,     ,000007133690,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071385,1,11/4/2011,Ord:0000071385- Line:1    ,       ,        ,P3A,11/4/2011,11/4/2011,   ,5900,QUO,05,0,     ,000007138510,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071385,2,11/4/2011,Ord:0000071385- Line:2    ,       ,        ,P3A,11/4/2011,11/4/2011,   ,5900,QUO,05,0,     ,000007138520,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071385,3,11/4/2011,Ord:0000071385- Line:3    ,       ,        ,P3A,11/4/2011,11/4/2011,   ,5900,QUO,05,0,     ,000007138530,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071385,4,11/4/2011,Ord:0000071385- Line:4    ,       ,        ,P3A,11/4/2011,11/4/2011,   ,5900,QUO,05,0,     ,000007138540,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071385,5,11/4/2011,Ord:0000071385- Line:5    ,       ,        ,P3A,11/4/2011,11/4/2011,   ,5900,QUO,05,0,     ,000007138550,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071385,6,11/4/2011,Ord:0000071385- Line:6    ,       ,        ,P3A,11/4/2011,11/4/2011,   ,5900,QUO,05,0,     ,000007138560,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071388,1,11/4/2011,Ord:0000071388- Line:1    ,       ,        ,P3A,11/19/2011,11/4/2011,   ,5900,QUO,05,0,     ,000007138810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071388,2,11/4/2011,Ord:0000071388- Line:2    ,       ,        ,P3A,11/19/2011,11/4/2011,   ,5900,QUO,05,0,     ,000007138820,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071388,3,11/4/2011,Ord:0000071388- Line:3    ,       ,        ,P3A,11/7/2011,11/4/2011,   ,5900,QUO,05,0,     ,000007138830,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071448,1,11/7/2011,Ord:0000071448- Line:1    ,       ,        ,P3A,11/7/2011,11/7/2011,   ,5900,QUO,05,0,1974 ,000007144810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071448,2,11/7/2011,Ord:0000071448- Line:2    ,       ,        ,P3A,11/7/2011,11/7/2011,   ,5900,QUO,05,0,1974 ,000007144820,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071448,3,11/7/2011,Ord:0000071448- Line:3    ,       ,        ,P3A,11/7/2011,11/7/2011,   ,5900,QUO,05,0,1974 ,000007144830,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071448,4,11/7/2011,Ord:0000071448- Line:4    ,       ,        ,P3A,11/7/2011,11/7/2011,   ,5900,QUO,05,0,1974 ,000007144840,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071448,5,11/7/2011,Ord:0000071448- Line:5    ,       ,        ,P3A,11/7/2011,11/7/2011,   ,5900,QUO,05,0,1974 ,000007144850,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071448,6,11/7/2011,Ord:0000071448- Line:6    ,       ,        ,P3A,11/7/2011,11/7/2011,   ,5900,QUO,05,0,1974 ,000007144860,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071448,7,11/7/2011,Ord:0000071448- Line:7    ,       ,        ,P3A,11/22/2011,11/7/2011,   ,5900,QUO,05,0,1974 ,000007144870,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071448,8,11/7/2011,Ord:0000071448- Line:8    ,       ,        ,P3A,11/22/2011,11/7/2011,   ,5900,QUO,05,0,1974 ,000007144880,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071448,9,11/7/2011,Ord:0000071448- Line:9    ,       ,        ,P3A,11/7/2011,11/7/2011,   ,5900,QUO,05,0,1974 ,000007144890,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071448,10,11/7/2011,Ord:0000071448- Line:10   ,       ,        ,P3A,11/7/2011,11/7/2011,   ,5900,QUO,05,0,1974 ,0000071448100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071448,11,11/7/2011,Ord:0000071448- Line:11   ,       ,        ,P3A,11/22/2011,11/7/2011,   ,5900,QUO,05,0,1974 ,0000071448110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071460,1,11/7/2011,Ord:0000071460- Line:1    ,       ,        ,P3A,11/7/2011,11/7/2011,   ,5900,QUO,05,0,1974 ,000007146010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071532,1,11/8/2011,Ord:0000071532- Line:1    ,       ,        ,P3A,11/24/2011,11/8/2011,   ,5900,QUO,05,0,1972 ,000007153210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071532,2,11/8/2011,Ord:0000071532- Line:2    ,       ,        ,P3A,11/24/2011,11/8/2011,   ,5900,QUO,05,0,1972 ,000007153220,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071532,3,11/8/2011,Ord:0000071532- Line:3    ,       ,        ,P3A,11/24/2011,11/8/2011,   ,5900,QUO,05,0,1972 ,000007153230,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071532,4,11/8/2011,Ord:0000071532- Line:4    ,       ,        ,P3A,11/24/2011,11/8/2011,   ,5900,QUO,05,0,1972 ,000007153240,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071601,1,11/9/2011,Ord:0000071601- Line:1    ,       ,        ,P3A,12/23/2011,11/9/2011,   ,4102,QUO,05,0,     ,000007160110,PPS
0000071606,1,11/9/2011,Ord:0000071606- Line:1    ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,000007160610,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,2,11/9/2011,Ord:0000071606- Line:2    ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,000007160620,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,3,11/9/2011,Ord:0000071606- Line:3    ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,000007160630,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,4,11/9/2011,Ord:0000071606- Line:4    ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,000007160640,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,5,11/9/2011,Ord:0000071606- Line:5    ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,000007160650,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,6,11/9/2011,Ord:0000071606- Line:6    ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,000007160660,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,7,11/9/2011,Ord:0000071606- Line:7    ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,000007160670,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,8,11/9/2011,Ord:0000071606- Line:8    ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,000007160680,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,9,11/9/2011,Ord:0000071606- Line:9    ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,000007160690,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,10,11/9/2011,Ord:0000071606- Line:10   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606100,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,11,11/9/2011,Ord:0000071606- Line:11   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606110,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,12,11/9/2011,Ord:0000071606- Line:12   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606120,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,13,11/9/2011,Ord:0000071606- Line:13   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606130,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,14,11/9/2011,Ord:0000071606- Line:14   ,       ,        ,P3A,11/20/2011,11/20/2011,   ,5900,QUO,05,0,1972 ,0000071606140,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,15,11/9/2011,Ord:0000071606- Line:15   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606150,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,16,11/9/2011,Ord:0000071606- Line:16   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606160,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,17,11/9/2011,Ord:0000071606- Line:17   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606170,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,18,11/9/2011,Ord:0000071606- Line:18   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606180,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,19,11/9/2011,Ord:0000071606- Line:19   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606190,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,20,11/9/2011,Ord:0000071606- Line:20   ,       ,        ,P3A,11/24/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606200,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,21,11/9/2011,Ord:0000071606- Line:21   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,22,11/9/2011,Ord:0000071606- Line:22   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606220,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,23,11/9/2011,Ord:0000071606- Line:23   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606230,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,24,11/9/2011,Ord:0000071606- Line:24   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606240,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,25,11/9/2011,Ord:0000071606- Line:25   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606250,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,26,11/9/2011,Ord:0000071606- Line:26   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606260,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,27,11/9/2011,Ord:0000071606- Line:27   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606270,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,28,11/9/2011,Ord:0000071606- Line:28   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,1972 ,0000071606280,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071606,29,11/9/2011,Ord:0000071606- Line:29   ,       ,        ,P3A,11/9/2011,11/9/2011,   ,5900,QUO,05,0,     ,0000071606290,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071707,1,11/10/2011,Ord:0000071707- Line:1    ,       ,        ,P3A,11/10/2011,11/10/2011,   ,5900,QUO,05,0,1974 ,000007170710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071818,1,11/14/2011,Ord:0000071818- Line:1    ,       ,        ,P3A,11/14/2011,11/14/2011,   ,5900,QUO,05,0,1974 ,000007181810,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071818,2,11/14/2011,Ord:0000071818- Line:2    ,       ,        ,P3A,11/14/2011,11/14/2011,   ,5900,QUO,05,0,1974 ,000007181820,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071818,3,11/14/2011,Ord:0000071818- Line:3    ,       ,        ,P3A,11/14/2011,11/14/2011,   ,5900,QUO,05,0,1974 ,000007181830,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071818,4,11/14/2011,Ord:0000071818- Line:4    ,       ,        ,P3A,11/14/2011,11/14/2011,   ,5900,QUO,05,0,1974 ,000007181840,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071818,5,11/14/2011,Ord:0000071818- Line:5    ,       ,        ,P3A,11/14/2011,11/14/2011,   ,5900,QUO,05,0,1974 ,000007181850,SANITARY EQUIPMENT ( EXCL. FLOW )
0000071818,6,11/14/2011,Ord:0000071818- Line:6    ,       ,        ,P3A,11/14/2011,11/14/2011,   ,5900,QUO,05,0,1974 ,000007181860,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072057,1,11/17/2011,Ord:0000072057- Line:1    ,       ,        ,P3A,12/10/2011,11/17/2011,   ,5900,QUO,05,0,1974 ,000007205710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072152,1,11/21/2011,Ord:0000072152- Line:1    ,       ,        ,P3A,12/6/2011,11/21/2011,   ,5900,QUO,05,0,     ,000007215210,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072189,1,11/21/2011,Ord:0000072189- Line:1    ,       ,        ,P3A,12/14/2011,11/21/2011,   ,5900,QUO,05,0,1975 ,000007218910,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072189,2,11/21/2011,Ord:0000072189- Line:2    ,       ,        ,P3A,11/21/2011,11/21/2011,   ,5900,QUO,05,0,1975 ,000007218920,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072197,1,11/21/2011,Ord:0000072197- Line:1    ,       ,        ,P3A,12/6/2011,11/21/2011,   ,5900,QUO,05,0,1972 ,000007219710,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072197,2,11/21/2011,Ord:0000072197- Line:2    ,       ,        ,P3A,12/6/2011,11/21/2011,   ,5900,QUO,05,0,1972 ,000007219720,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072310,1,11/22/2011,Ord:0000072310- Line:1    ,       ,        ,P3A,12/7/2011,11/22/2011,   ,5900,QUO,05,0,     ,000007231010,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072310,2,11/22/2011,Ord:0000072310- Line:2    ,       ,        ,P3A,11/22/2011,11/22/2011,   ,5900,QUO,05,0,     ,000007231020,SANITARY EQUIPMENT ( EXCL. FLOW )
0000072310,3,11/22/2011,Ord:0000072310- Line:3    ,       ,        ,P3A,11/22/2011,11/22/2011,   ,5900,QUO,05,0,     ,000007231030,SANITARY EQUIPMENT ( EXCL. FLOW )
